thickness (cm);count
0.1;9030
0.2;8215
0.3;7416
0.4;6636
0.5;6063
0.6;5512
0.7;4984
0.8;4517
0.9;4031
1;3650
1.1;3414
1.2;3009
1.3;2719
1.4;2472
1.5;2300
1.6;2010
1.7;1877
1.8;1649
1.9;1488
2;1381
2.1;1200
2.2;1107
2.3;983
2.4;904
2.5;827
2.6;729
2.7;616
2.8;614
2.9;582
3;488
3.1;440
3.2;424
3.3;380
3.4;336
3.5;275
3.6;273
3.7;265
3.8;230
3.9;219
4;211
