thickness (cm);count
0.01;8934
0.02;8046
0.03;7212
0.04;6375
0.05;5806
0.06;5166
0.07;4656
0.08;4195
0.09;3755
0.1;3344
0.11;3077
0.12;2724
0.13;2405
0.14;2124
0.15;2014
0.16;1744
0.17;1598
0.18;1400
0.19;1218
0.2;1129
0.21;998
0.22;880
0.23;783
0.24;698
0.25;647
0.26;579
0.27;483
0.28;486
0.29;425
0.3;353
0.31;327
0.32;303
0.33;288
0.34;241
0.35;216
0.36;196
0.37;193
0.38;143
0.39;155
0.4;137
