thickness (cm);count
0.005;8940
0.01;8058
0.015;7219
0.02;6388
0.025;5817
0.03;5200
0.035;4689
0.04;4202
0.045;3768
0.05;3348
0.055;3103
0.06;2744
0.065;2430
0.07;2148
0.075;2029
0.08;1772
0.085;1602
0.09;1427
0.095;1232
0.1;1145
0.105;1014
0.11;903
0.115;804
0.12;711
0.125;649
0.13;592
0.135;487
0.14;496
0.145;447
0.15;362
0.155;341
0.16;309
0.165;289
0.17;251
0.175;212
0.18;205
0.185;205
0.19;147
0.195;159
0.2;141
