thickness (cm);count
0.015;9006
0.03;8152
0.045;7353
0.06;6575
0.075;6005
0.09;5420
0.105;4898
0.12;4409
0.135;3972
0.15;3564
0.165;3306
0.18;2944
0.195;2649
0.21;2345
0.225;2245
0.24;1954
0.255;1796
0.27;1595
0.285;1418
0.3;1288
0.315;1156
0.33;1030
0.345;943
0.36;839
0.375;789
0.39;687
0.405;597
0.42;575
0.435;535
0.45;446
0.465;422
0.48;379
0.495;355
0.51;300
0.525;271
0.54;269
0.555;245
0.57;185
0.585;198
0.6;185
