thickness (cm);count
0.4;9503
0.8;9094
1.2;8612
1.6;8190
2;7853
2.4;7528
2.8;7137
3.2;6867
3.6;6402
4;6194
4.4;5945
4.8;5532
5.2;5257
5.6;5156
6;4840
6.4;4547
6.8;4377
7.2;4050
7.6;3913
8;3819
8.4;3608
8.8;3407
9.2;3292
9.6;3124
10;3032
10.4;2820
10.8;2652
11.2;2582
11.6;2488
12;2344
12.4;2158
12.8;2187
13.2;2050
13.6;1922
14;1781
14.4;1729
14.8;1659
15.2;1668
15.6;1471
16;1482
