thickness (cm);count
0.275;9182
0.55;8543
0.825;7833
1.1;7182
1.375;6696
1.65;6238
1.925;5700
2.2;5346
2.475;4797
2.75;4465
3.025;4204
3.3;3791
3.575;3500
3.85;3286
4.125;3072
4.4;2739
4.675;2585
4.95;2323
5.225;2196
5.5;2047
5.775;1876
6.05;1728
6.325;1580
6.6;1473
6.875;1356
7.15;1249
7.425;1102
7.7;1074
7.975;1006
8.25;922
8.525;819
8.8;798
9.075;753
9.35;675
9.625;582
9.9;576
10.175;533
10.45;508
10.725;436
11;437
