thickness (cm);count
0.0175;9009
0.035;8167
0.0525;7376
0.07;6585
0.0875;6032
0.105;5487
0.1225;4941
0.14;4502
0.1575;4017
0.175;3609
0.1925;3316
0.21;2952
0.2275;2676
0.245;2401
0.2625;2236
0.28;1998
0.2975;1858
0.315;1610
0.3325;1445
0.35;1357
0.3675;1160
0.385;1089
0.4025;972
0.42;860
0.4375;812
0.455;705
0.4725;607
0.49;597
0.5075;564
0.525;480
0.5425;430
0.56;402
0.5775;359
0.595;317
0.6125;270
0.63;264
0.6475;246
0.665;210
0.6825;197
0.7;200
