thickness (cm);count
0.175;9156
0.35;8468
0.525;7728
0.7;7058
0.875;6543
1.05;6080
1.225;5536
1.4;5137
1.575;4603
1.75;4243
1.925;4012
2.1;3587
2.275;3292
2.45;3064
2.625;2851
2.8;2531
2.975;2399
3.15;2147
3.325;1991
3.5;1881
3.675;1695
3.85;1562
4.025;1427
4.2;1315
4.375;1211
4.55;1089
4.725;964
4.9;941
5.075;875
5.25;786
5.425;699
5.6;691
5.775;633
5.95;574
6.125;479
6.3;486
6.475;451
6.65;427
6.825;368
7;368
