thickness (cm);count
0.1;8934
0.2;8039
0.3;7190
0.4;6357
0.5;5799
0.6;5161
0.7;4640
0.8;4160
0.9;3732
1;3309
1.1;3042
1.2;2707
1.3;2400
1.4;2119
1.5;1985
1.6;1734
1.7;1574
1.8;1380
1.9;1218
2;1116
2.1;985
2.2;863
2.3;772
2.4;679
2.5;631
2.6;569
2.7;459
2.8;466
2.9;424
3;353
3.1;329
3.2;297
3.3;287
3.4;237
3.5;212
3.6;191
3.7;183
3.8;139
3.9;149
4;130
