thickness (cm);count
0.5;9678
1;9425
1.5;9099
2;8823
2.5;8621
3;8353
3.5;8085
4;7886
4.5;7530
5;7385
5.5;7221
6;6951
6.5;6681
7;6513
7.5;6299
8;6020
8.5;5966
9;5724
9.5;5545
10;5460
10.5;5239
11;5124
11.5;4988
12;4769
12.5;4710
13;4536
13.5;4355
14;4245
14.5;4185
15;4019
15.5;3878
16;3789
16.5;3743
17;3554
17.5;3420
18;3312
18.5;3255
19;3235
19.5;3047
20;3043
