thickness (cm);count
0.475;9593
0.95;9269
1.425;8851
1.9;8482
2.375;8246
2.85;7927
3.325;7622
3.8;7381
4.275;6942
4.75;6787
5.225;6607
5.7;6191
6.175;5921
6.65;5833
7.125;5529
7.6;5210
8.075;5124
8.55;4851
9.025;4682
9.5;4635
9.975;4370
10.45;4223
10.925;4094
11.4;3890
11.875;3805
12.35;3620
12.825;3418
13.3;3339
13.775;3255
14.25;3092
14.725;2907
15.2;2885
15.675;2834
16.15;2633
16.625;2513
17.1;2418
17.575;2328
18.05;2334
18.525;2162
19;2102
