thickness (cm);count
0.325;9259
0.65;8677
0.975;8019
1.3;7409
1.625;6967
1.95;6572
2.275;6068
2.6;5713
2.925;5136
3.25;4829
3.575;4606
3.9;4207
4.225;3919
4.55;3716
4.875;3411
5.2;3112
5.525;2989
5.85;2689
6.175;2538
6.5;2441
6.825;2218
7.15;2073
7.475;1942
7.8;1819
8.125;1683
8.45;1546
8.775;1402
9.1;1367
9.425;1274
9.75;1198
10.075;1043
10.4;1060
10.725;976
11.05;886
11.375;775
11.7;776
12.025;717
12.35;697
12.675;596
13;611
