thickness (cm);count
0.3;9212
0.6;8606
0.9;7926
1.2;7315
1.5;6844
1.8;6414
2.1;5908
2.4;5559
2.7;4964
3;4653
3.3;4425
3.6;4009
3.9;3721
4.2;3513
4.5;3241
4.8;2945
5.1;2804
5.4;2515
5.7;2393
6;2266
6.3;2042
6.6;1915
6.9;1793
7.2;1639
7.5;1530
7.8;1405
8.1;1277
8.4;1236
8.7;1147
9;1066
9.3;950
9.6;946
9.9;852
10.2;796
10.5;691
10.8;677
11.1;639
11.4;605
11.7;523
12;539
