thickness (cm);count
0.125;9013
0.25;8167
0.375;7368
0.5;6589
0.625;6015
0.75;5448
0.875;4931
1;4438
1.125;3991
1.25;3599
1.375;3337
1.5;2950
1.625;2676
1.75;2366
1.875;2238
2;1976
2.125;1815
2.25;1612
2.375;1430
2.5;1338
2.625;1156
2.75;1033
2.875;962
3;843
3.125;782
3.25;687
3.375;593
3.5;600
3.625;559
3.75;445
3.875;420
4;388
4.125;348
4.25;310
4.375;274
4.5;270
4.625;259
4.75;198
4.875;200
5;195
