thickness (cm);count
0.25;9329
0.5;8783
0.75;8132
1;7587
1.25;7164
1.5;6781
1.75;6288
2;5962
2.25;5393
2.5;5133
2.75;4856
3;4461
3.25;4199
3.5;4011
3.75;3681
4;3391
4.25;3224
4.5;2918
4.75;2757
5;2674
5.25;2463
5.5;2314
5.75;2155
6;2028
6.25;1898
6.5;1747
6.75;1597
7;1546
7.25;1470
7.5;1367
7.75;1203
8;1227
8.25;1113
8.5;1046
8.75;957
9;912
9.25;862
9.5;868
9.75;712
10;722
