thickness (cm);count
0.225;9253
0.45;8626
0.675;7944
0.9;7325
1.125;6849
1.35;6429
1.575;5922
1.8;5563
2.025;4960
2.25;4655
2.475;4430
2.7;4006
2.925;3735
3.15;3506
3.375;3234
3.6;2925
3.825;2803
4.05;2499
4.275;2364
4.5;2262
4.725;2043
4.95;1909
5.175;1783
5.4;1640
5.625;1509
5.85;1406
6.075;1269
6.3;1219
6.525;1140
6.75;1055
6.975;931
7.2;942
7.425;848
7.65;786
7.875;674
8.1;670
8.325;620
8.55;591
8.775;514
9;532
