thickness (cm);count
0.175;9181
0.35;8516
0.525;7806
0.7;7130
0.875;6637
1.05;6190
1.225;5644
1.4;5258
1.575;4709
1.75;4371
1.925;4148
2.1;3713
2.275;3414
2.45;3196
2.625;2959
2.8;2637
2.975;2519
3.15;2244
3.325;2099
3.5;2003
3.675;1793
3.85;1670
4.025;1542
4.2;1415
4.375;1296
4.55;1179
4.725;1059
4.9;1014
5.075;953
5.25;869
5.425;773
5.6;759
5.775;685
5.95;635
6.125;540
6.3;534
6.475;499
6.65;469
6.825;408
7;411
