thickness (cm);count
0.0075;8889
0.015;8020
0.0225;7161
0.03;6317
0.0375;5732
0.045;5109
0.0525;4596
0.06;4129
0.0675;3712
0.075;3275
0.0825;3001
0.09;2646
0.0975;2344
0.105;2067
0.1125;1943
0.12;1691
0.1275;1563
0.135;1371
0.1425;1192
0.15;1105
0.1575;957
0.165;844
0.1725;758
0.18;654
0.1875;615
0.195;546
0.2025;453
0.21;455
0.2175;393
0.225;354
0.2325;311
0.24;292
0.2475;287
0.255;249
0.2625;186
0.27;190
0.2775;162
0.285;141
0.2925;135
0.3;130
