thickness (cm);count
0.0125;8874
0.025;7992
0.0375;7127
0.05;6282
0.0625;5690
0.075;5067
0.0875;4538
0.1;4066
0.1125;3642
0.125;3202
0.1375;2949
0.15;2583
0.1625;2280
0.175;2017
0.1875;1874
0.2;1654
0.2125;1513
0.225;1342
0.2375;1158
0.25;1060
0.2625;930
0.275;817
0.2875;717
0.3;625
0.3125;581
0.325;511
0.3375;430
0.35;432
0.3625;373
0.375;337
0.3875;296
0.4;268
0.4125;275
0.425;229
0.4375;173
0.45;175
0.4625;155
0.475;141
0.4875;125
0.5;114
