thickness (cm);count
0.15;9284
0.3;8700
0.45;8064
0.6;7446
0.75;7026
0.9;6624
1.05;6128
1.2;5772
1.35;5190
1.5;4888
1.65;4686
1.8;4271
1.95;4002
2.1;3765
2.25;3474
2.4;3172
2.55;3045
2.7;2743
2.85;2579
3;2481
3.15;2263
3.3;2127
3.45;1987
3.6;1850
3.75;1744
3.9;1586
4.05;1455
4.2;1412
4.35;1329
4.5;1215
4.65;1082
4.8;1096
4.95;1004
5.1;908
5.25;819
5.4;790
5.55;753
5.7;732
5.85;624
6;642
