thickness (cm);count
0.2;9395
0.4;8897
0.6;8329
0.8;7823
1;7433
1.2;7083
1.4;6602
1.6;6308
1.8;5745
2;5515
2.2;5269
2.4;4854
2.6;4596
2.8;4443
3;4100
3.2;3823
3.4;3662
3.6;3339
3.8;3180
4;3086
4.2;2871
4.4;2691
4.6;2563
4.8;2394
5;2291
5.2;2126
5.4;1979
5.6;1920
5.8;1808
6;1686
6.2;1523
6.4;1532
6.6;1420
6.8;1339
7;1221
7.2;1163
7.4;1101
7.6;1129
7.8;973
8;965
