thickness (cm);count
0.1;9066
0.2;8294
0.3;7514
0.4;6756
0.5;6198
0.6;5686
0.7;5161
0.8;4704
0.9;4197
1;3825
1.1;3585
1.2;3191
1.3;2870
1.4;2637
1.5;2469
1.6;2148
1.7;2018
1.8;1791
1.9;1631
2;1517
2.1;1337
2.2;1223
2.3;1100
2.4;1039
2.5;927
2.6;809
2.7;706
2.8;689
2.9;661
3;567
3.1;505
3.2;494
3.3;439
3.4;389
3.5;335
3.6;327
3.7;304
3.8;278
3.9;251
4;259
