thickness (cm);count
0.005;9187
0.01;8545
0.015;7866
0.02;7217
0.025;6733
0.03;6299
0.035;5772
0.04;5368
0.045;4839
0.05;4500
0.055;4295
0.06;3890
0.065;3584
0.07;3337
0.075;3106
0.08;2779
0.085;2636
0.09;2367
0.095;2234
0.1;2117
0.105;1893
0.11;1814
0.115;1650
0.12;1507
0.125;1421
0.13;1290
0.135;1154
0.14;1112
0.145;1044
0.15;939
0.155;849
0.16;841
0.165;771
0.17;688
0.175;612
0.18;618
0.185;589
0.19;540
0.195;470
0.2;470
