thickness (cm);count
0.0125;9035
0.025;8207
0.0375;7417
0.05;6663
0.0625;6097
0.075;5537
0.0875;5025
0.1;4517
0.1125;4068
0.125;3678
0.1375;3416
0.15;3048
0.1625;2763
0.175;2476
0.1875;2331
0.2;2053
0.2125;1895
0.225;1684
0.2375;1511
0.25;1379
0.2625;1240
0.275;1104
0.2875;1015
0.3;906
0.3125;845
0.325;739
0.3375;636
0.35;631
0.3625;584
0.375;498
0.3875;467
0.4;419
0.4125;394
0.425;338
0.4375;299
0.45;298
0.4625;282
0.475;232
0.4875;219
0.5;214
