thickness (cm);count
0.0075;9101
0.015;8408
0.0225;7666
0.03;6941
0.0375;6404
0.045;5937
0.0525;5440
0.06;4979
0.0675;4497
0.075;4117
0.0825;3876
0.09;3471
0.0975;3167
0.105;2902
0.1125;2740
0.12;2419
0.1275;2266
0.135;2038
0.1425;1861
0.15;1742
0.1575;1577
0.165;1461
0.1725;1323
0.18;1216
0.1875;1094
0.195;995
0.2025;882
0.21;880
0.2175;790
0.225;729
0.2325;638
0.24;629
0.2475;569
0.255;509
0.2625;435
0.27;426
0.2775;392
0.285;370
0.2925;324
0.3;345
