thickness (cm);count
0.175;9309
0.35;8735
0.525;8078
0.7;7502
0.875;7074
1.05;6695
1.225;6179
1.4;5852
1.575;5277
1.75;4996
1.925;4745
2.1;4332
2.275;4072
2.45;3876
2.625;3542
2.8;3247
2.975;3118
3.15;2806
3.325;2655
3.5;2544
3.675;2343
3.85;2190
4.025;2049
4.2;1921
4.375;1776
4.55;1650
4.725;1490
4.9;1456
5.075;1364
5.25;1285
5.425;1111
5.6;1150
5.775;1039
5.95;956
6.125;883
6.3;824
6.475;791
6.65;773
6.825;649
7;674
