thickness (cm);count
0.15;9283
0.3;8708
0.45;8047
0.6;7461
0.75;7022
0.9;6615
1.05;6113
1.2;5767
1.35;5192
1.5;4899
1.65;4653
1.8;4255
1.95;3985
2.1;3757
2.25;3458
2.4;3157
2.55;3038
2.7;2726
2.85;2571
3;2474
3.15;2268
3.3;2116
3.45;1969
3.6;1850
3.75;1705
3.9;1580
4.05;1438
4.2;1396
4.35;1303
4.5;1205
4.65;1062
4.8;1096
4.95;988
5.1;908
5.25;815
5.4;788
5.55;743
5.7;720
5.85;621
6;637
