thickness (cm);count
0.1;9221
0.2;8588
0.3;7885
0.4;7244
0.5;6774
0.6;6328
0.7;5800
0.8;5450
0.9;4859
1;4544
1.1;4308
1.2;3889
1.3;3609
1.4;3397
1.5;3127
1.6;2809
1.7;2686
1.8;2393
1.9;2257
2;2150
2.1;1947
2.2;1819
2.3;1684
2.4;1547
2.5;1423
2.6;1318
2.7;1179
2.8;1144
2.9;1074
3;974
3.1;871
3.2;872
3.3;777
3.4;716
3.5;624
3.6;598
3.7;574
3.8;548
3.9;465
4;480
