thickness (cm);count
0.125;9214
0.25;8576
0.375;7868
0.5;7209
0.625;6728
0.75;6295
0.875;5749
1;5406
1.125;4834
1.25;4487
1.375;4258
1.5;3834
1.625;3548
1.75;3339
1.875;3081
2;2759
2.125;2640
2.25;2343
2.375;2216
2.5;2091
2.625;1905
2.75;1766
2.875;1642
3;1508
3.125;1384
3.25;1271
3.375;1153
3.5;1118
3.625;1048
3.75;944
3.875;842
4;840
4.125;746
4.25;699
4.375;599
4.5;581
4.625;551
4.75;528
4.875;439
5;455
