thickness (cm);count
0.2;9259
0.4;8636
0.6;7965
0.8;7340
1;6871
1.2;6454
1.4;5945
1.6;5593
1.8;4999
2;4691
2.2;4461
2.4;4044
2.6;3768
2.8;3537
3;3264
3.2;2960
3.4;2833
3.6;2537
3.8;2390
4;2289
4.2;2077
4.4;1945
4.6;1811
4.8;1668
5;1533
5.2;1430
5.4;1289
5.6;1247
5.8;1159
6;1071
6.2;946
6.4;957
6.6;873
6.8;801
7;695
7.2;693
7.4;637
7.6;606
7.8;526
8;549
