thickness (cm);count
0.025;9093
0.05;8376
0.075;7634
0.1;6930
0.125;6405
0.15;5964
0.175;5414
0.2;4973
0.225;4462
0.25;4127
0.275;3870
0.3;3484
0.325;3164
0.35;2914
0.375;2737
0.4;2415
0.425;2267
0.45;2045
0.475;1904
0.5;1757
0.525;1552
0.55;1427
0.575;1284
0.6;1239
0.625;1119
0.65;988
0.675;889
0.7;863
0.725;806
0.75;712
0.775;638
0.8;630
0.825;548
0.85;483
0.875;452
0.9;423
0.925;399
0.95;363
0.975;330
1;337
