thickness (cm);count
0.25;9459
0.5;9014
0.75;8496
1;8029
1.25;7689
1.5;7336
1.75;6908
2;6630
2.25;6121
2.5;5895
2.75;5665
3;5238
3.25;4986
3.5;4844
3.75;4554
4;4253
4.25;4080
4.5;3732
4.75;3581
5;3483
5.25;3272
5.5;3091
5.75;2959
6;2800
6.25;2705
6.5;2534
6.75;2351
7;2272
7.25;2193
7.5;2047
7.75;1862
8;1875
8.25;1768
8.5;1656
8.75;1527
9;1457
9.25;1387
9.5;1415
9.75;1243
10;1249
