thickness (cm);count
0.225;9419
0.45;8934
0.675;8390
0.9;7887
1.125;7521
1.35;7172
1.575;6715
1.8;6436
2.025;5879
2.25;5671
2.475;5411
2.7;5006
2.925;4726
3.15;4587
3.375;4253
3.6;3961
3.825;3801
4.05;3498
4.275;3322
4.5;3211
4.725;3002
4.95;2815
5.175;2688
5.4;2537
5.625;2436
5.85;2276
6.075;2117
6.3;2033
6.525;1945
6.75;1808
6.975;1629
7.2;1648
7.425;1543
7.65;1443
7.875;1319
8.1;1250
8.325;1181
8.55;1233
8.775;1057
9;1053
