thickness (cm);count
0.25;9188
0.5;8536
0.75;7872
1;7191
1.25;6727
1.5;6284
1.75;5751
2;5388
2.25;4814
2.5;4487
2.75;4279
3;3839
3.25;3555
3.5;3330
3.75;3100
4;2783
4.25;2643
4.5;2355
4.75;2197
5;2092
5.25;1898
5.5;1785
5.75;1647
6;1501
6.25;1404
6.5;1275
6.75;1150
7;1110
7.25;1055
7.5;940
7.75;838
8;835
8.25;737
8.5;693
8.75;612
9;582
9.25;563
9.5;533
9.75;458
10;457
