thickness (cm);count
0.225;9172
0.45;8506
0.675;7788
0.9;7131
1.125;6643
1.35;6205
1.575;5651
1.8;5274
2.025;4753
2.25;4392
2.475;4158
2.7;3749
2.925;3414
3.15;3210
3.375;2994
3.6;2682
3.825;2561
4.05;2292
4.275;2146
4.5;1996
4.725;1823
4.95;1690
5.175;1540
5.4;1409
5.625;1333
5.85;1210
6.075;1051
6.3;1022
6.525;952
6.75;868
6.975;777
7.2;767
7.425;705
7.65;632
7.875;533
8.1;552
8.325;512
8.55;492
8.775;419
9;417
