thickness (cm);count
0.3;9249
0.6;8635
0.9;7975
1.2;7354
1.5;6898
1.8;6482
2.1;5964
2.4;5626
2.7;5029
3;4732
3.3;4504
3.6;4081
3.9;3814
4.2;3579
4.5;3309
4.8;2994
5.1;2863
5.4;2572
5.7;2418
6;2322
6.3;2115
6.6;1981
6.9;1843
7.2;1698
7.5;1568
7.8;1459
8.1;1318
8.4;1278
8.7;1193
9;1100
9.3;973
9.6;981
9.9;896
10.2;822
10.5;718
10.8;714
11.1;667
11.4;635
11.7;548
12;569
