thickness (cm);count
0.02;9034
0.04;8234
0.06;7437
0.08;6690
0.1;6126
0.12;5627
0.14;5068
0.16;4622
0.18;4167
0.2;3749
0.22;3491
0.24;3108
0.26;2832
0.28;2551
0.3;2395
0.32;2135
0.34;1973
0.36;1721
0.38;1585
0.4;1465
0.42;1263
0.44;1188
0.46;1030
0.48;991
0.5;892
0.52;782
0.54;686
0.56;694
0.58;624
0.6;551
0.62;491
0.64;465
0.66;408
0.68;383
0.7;326
0.72;307
0.74;304
0.76;263
0.78;246
0.8;235
