thickness (cm);count
0.225;9240
0.45;8601
0.675;7903
0.9;7272
1.125;6791
1.35;6364
1.575;5836
1.8;5488
2.025;4878
2.25;4574
2.475;4335
2.7;3926
2.925;3632
3.15;3414
3.375;3152
3.6;2836
3.825;2715
4.05;2418
4.275;2283
4.5;2177
4.725;1970
4.95;1839
5.175;1706
5.4;1568
5.625;1444
5.85;1333
6.075;1198
6.3;1163
6.525;1087
6.75;990
6.975;884
7.2;889
7.425;792
7.65;733
7.875;640
8.1;621
8.325;587
8.55;557
8.775;477
9;492
