thickness (cm);count
0.15;9495
0.3;9086
0.45;8588
0.6;8157
0.75;7820
0.9;7489
1.05;7085
1.2;6820
1.35;6350
1.5;6133
1.65;5895
1.8;5488
1.95;5210
2.1;5091
2.25;4771
2.4;4480
2.55;4308
2.7;3984
2.85;3836
3;3749
3.15;3532
3.3;3332
3.45;3212
3.6;3059
3.75;2964
3.9;2755
4.05;2590
4.2;2512
4.35;2430
4.5;2281
4.65;2094
4.8;2106
4.95;1984
5.1;1862
5.25;1724
5.4;1671
5.55;1601
5.7;1610
5.85;1416
6;1436
