thickness (cm);count
0.1;9439
0.2;8975
0.3;8476
0.4;7979
0.5;7640
0.6;7287
0.7;6866
0.8;6578
0.9;6041
1;5829
1.1;5597
1.2;5213
1.3;4922
1.4;4786
1.5;4458
1.6;4152
1.7;4002
1.8;3686
1.9;3507
2;3395
2.1;3188
2.2;3008
2.3;2897
2.4;2701
2.5;2640
2.6;2450
2.7;2279
2.8;2201
2.9;2141
3;1987
3.1;1815
3.2;1816
3.3;1702
3.4;1591
3.5;1469
3.6;1385
3.7;1332
3.8;1384
3.9;1192
4;1202
