thickness (cm);count
0.00625;8976
0.0125;8130
0.01875;7311
0.025;6539
0.03125;5925
0.0375;5366
0.04375;4838
0.05;4385
0.05625;3936
0.0625;3539
0.06875;3271
0.075;2875
0.08125;2576
0.0875;2316
0.09375;2179
0.1;1884
0.10625;1783
0.1125;1567
0.11875;1387
0.125;1261
0.13125;1120
0.1375;997
0.14375;897
0.15;811
0.15625;748
0.1625;671
0.16875;581
0.175;556
0.18125;510
0.1875;430
0.19375;390
0.2;374
0.20625;350
0.2125;295
0.21875;251
0.225;257
0.23125;236
0.2375;191
0.24375;179
0.25;184
