thickness (cm);count
0.02;9096
0.04;8345
0.06;7606
0.08;6869
0.1;6350
0.12;5839
0.14;5326
0.16;4872
0.18;4398
0.2;3994
0.22;3769
0.24;3379
0.26;3057
0.28;2811
0.3;2634
0.32;2339
0.34;2171
0.36;1949
0.38;1778
0.4;1678
0.42;1481
0.44;1360
0.46;1224
0.48;1147
0.5;1067
0.52;919
0.54;799
0.56;792
0.58;742
0.6;655
0.62;601
0.64;583
0.66;491
0.68;435
0.7;388
0.72;372
0.74;374
0.76;333
0.78;305
0.8;313
