thickness (cm);count
0.075;9451
0.15;9001
0.225;8484
0.3;8014
0.375;7666
0.45;7310
0.525;6884
0.6;6603
0.675;6091
0.75;5872
0.825;5628
0.9;5212
0.975;4955
1.05;4811
1.125;4519
1.2;4221
1.275;4033
1.35;3702
1.425;3542
1.5;3451
1.575;3231
1.65;3067
1.725;2918
1.8;2763
1.875;2673
1.95;2503
2.025;2316
2.1;2242
2.175;2171
2.25;2018
2.325;1832
2.4;1846
2.475;1737
2.55;1630
2.625;1510
2.7;1428
2.775;1358
2.85;1391
2.925;1212
3;1228
