thickness (cm);count
0.1;9426
0.2;8946
0.3;8404
0.4;7905
0.5;7539
0.6;7190
0.7;6747
0.8;6464
0.9;5917
1;5699
1.1;5434
1.2;5053
1.3;4763
1.4;4623
1.5;4291
1.6;4007
1.7;3847
1.8;3533
1.9;3362
2;3243
2.1;3044
2.2;2848
2.3;2727
2.4;2573
2.5;2472
2.6;2308
2.7;2151
2.8;2061
2.9;1983
3;1849
3.1;1660
3.2;1676
3.3;1572
3.4;1468
3.5;1348
3.6;1274
3.7;1203
3.8;1256
3.9;1079
4;1089
