thickness (cm);count
0.475;9516
0.95;9114
1.425;8638
1.9;8231
2.375;7880
2.85;7564
3.325;7174
3.8;6910
4.275;6445
4.75;6241
5.225;5992
5.7;5589
6.175;5324
6.65;5204
7.125;4898
7.6;4596
8.075;4437
8.55;4107
9.025;3967
9.5;3870
9.975;3662
10.45;3458
10.925;3350
11.4;3167
11.875;3089
12.35;2873
12.825;2706
13.3;2640
13.775;2534
14.25;2409
14.725;2211
15.2;2241
15.675;2083
16.15;1968
16.625;1828
17.1;1781
17.575;1707
18.05;1722
18.525;1512
19;1522
