thickness (cm);count
0.45;9440
0.9;8980
1.35;8459
1.8;7977
2.25;7623
2.7;7262
3.15;6837
3.6;6561
4.05;6035
4.5;5818
4.95;5552
5.4;5166
5.85;4877
6.3;4747
6.75;4451
7.2;4155
7.65;3969
8.1;3639
8.55;3474
9;3386
9.45;3169
9.9;2989
10.35;2866
10.8;2688
11.25;2616
11.7;2437
12.15;2253
12.6;2188
13.05;2109
13.5;1963
13.95;1765
14.4;1788
14.85;1661
15.3;1575
15.75;1462
16.2;1370
16.65;1301
17.1;1338
17.55;1164
18;1169
