thickness (cm);count
0.425;9324
0.85;8785
1.275;8139
1.7;7596
2.125;7176
2.55;6794
2.975;6299
3.4;5986
3.825;5411
4.25;5162
4.675;4888
5.1;4487
5.525;4230
5.95;4041
6.375;3709
6.8;3423
7.225;3249
7.65;2943
8.075;2793
8.5;2704
8.925;2498
9.35;2341
9.775;2175
10.2;2055
10.625;1926
11.05;1777
11.475;1618
11.9;1568
12.325;1485
12.75;1390
13.175;1226
13.6;1256
14.025;1133
14.45;1077
14.875;974
15.3;927
15.725;889
16.15;885
16.575;729
17;741
