thickness (cm);count
0.375;9160
0.75;8501
1.125;7797
1.5;7133
1.875;6621
2.25;6191
2.625;5638
3;5254
3.375;4708
3.75;4379
4.125;4142
4.5;3718
4.875;3433
5.25;3205
5.625;2974
6;2638
6.375;2519
6.75;2254
7.125;2110
7.5;1997
7.875;1800
8.25;1674
8.625;1549
9;1422
9.375;1303
9.75;1189
10.125;1056
10.5;1025
10.875;958
11.25;867
11.625;778
12;764
12.375;692
12.75;641
13.125;548
13.5;539
13.875;509
14.25;477
14.625;412
15;413
