thickness (cm);count
0.2;9165
0.4;8480
0.6;7753
0.8;7093
1;6576
1.2;6127
1.4;5583
1.6;5185
1.8;4644
2;4290
2.2;4056
2.4;3640
2.6;3337
2.8;3116
3;2883
3.2;2567
3.4;2447
3.6;2181
3.8;2036
4;1927
4.2;1725
4.4;1604
4.6;1467
4.8;1359
5;1243
5.2;1130
5.4;1002
5.6;968
5.8;904
6;816
6.2;723
6.4;723
6.6;657
6.8;602
7;504
7.2;507
7.4;470
7.6;437
7.8;378
8;383
