thickness (cm);count
0.225;9262
0.45;8637
0.675;7966
0.9;7341
1.125;6872
1.35;6454
1.575;5948
1.8;5593
2.025;5001
2.25;4696
2.475;4462
2.7;4045
2.925;3768
3.15;3538
3.375;3264
3.6;2962
3.825;2836
4.05;2538
4.275;2390
4.5;2291
4.725;2077
4.95;1945
5.175;1811
5.4;1668
5.625;1534
5.85;1430
6.075;1289
6.3;1247
6.525;1159
6.75;1072
6.975;946
7.2;957
7.425;873
7.65;801
7.875;695
8.1;693
8.325;637
8.55;606
8.775;526
9;549
