thickness (cm);count
0.125;9015
0.25;8174
0.375;7377
0.5;6597
0.625;6039
0.75;5471
0.875;4945
1;4464
1.125;4002
1.25;3605
1.375;3358
1.5;2968
1.625;2699
1.75;2411
1.875;2267
2;1992
2.125;1845
2.25;1623
2.375;1435
2.5;1339
2.625;1169
2.75;1060
2.875;963
3;864
3.125;808
3.25;695
3.375;593
3.5;599
3.625;562
3.75;468
3.875;434
4;403
4.125;356
4.25;321
4.375;288
4.5;262
4.625;258
4.75;214
4.875;206
5;206
