thickness (cm);count
0.0625;9185
0.125;8535
0.1875;7852
0.25;7187
0.3125;6702
0.375;6240
0.4375;5742
0.5;5326
0.5625;4801
0.625;4475
0.6875;4260
0.75;3829
0.8125;3538
0.875;3292
0.9375;3092
1;2737
1.0625;2607
1.125;2367
1.1875;2194
1.25;2079
1.3125;1881
1.375;1747
1.4375;1601
1.5;1477
1.5625;1394
1.625;1252
1.6875;1102
1.75;1084
1.8125;1006
1.875;906
1.9375;829
2;810
2.0625;751
2.125;644
2.1875;573
2.25;602
2.3125;567
2.375;520
2.4375;458
2.5;458
