thickness (cm);count
0.175;9506
0.35;9099
0.525;8618
0.7;8198
0.875;7855
1.05;7540
1.225;7141
1.4;6876
1.575;6403
1.75;6197
1.925;5951
2.1;5538
2.275;5266
2.45;5160
2.625;4845
2.8;4554
2.975;4383
3.15;4059
3.325;3915
3.5;3820
3.675;3613
3.85;3410
4.025;3294
4.2;3125
4.375;3035
4.55;2826
4.725;2653
4.9;2588
5.075;2491
5.25;2347
5.425;2162
5.6;2191
5.775;2054
5.95;1925
6.125;1789
6.3;1733
6.475;1664
6.65;1672
6.825;1476
7;1482
