thickness (cm);count
0.125;9244
0.25;8610
0.375;7925
0.5;7295
0.625;6834
0.75;6393
0.875;5890
1;5532
1.125;4922
1.25;4618
1.375;4389
1.5;3968
1.625;3689
1.75;3465
1.875;3196
2;2885
2.125;2761
2.25;2470
2.375;2329
2.5;2221
2.625;2004
2.75;1880
2.875;1756
3;1611
3.125;1478
3.25;1370
3.375;1246
3.5;1190
3.625;1115
3.75;1024
3.875;919
4;919
4.125;826
4.25;766
4.375;659
4.5;651
4.625;605
4.75;579
4.875;501
5;517
