thickness (cm);count
0.00375;8994
0.0075;8186
0.01125;7384
0.015;6620
0.01875;6013
0.0225;5467
0.02625;4949
0.03;4475
0.03375;4036
0.0375;3625
0.04125;3355
0.045;2968
0.04875;2683
0.0525;2401
0.05625;2271
0.06;1980
0.06375;1862
0.0675;1654
0.07125;1479
0.075;1338
0.07875;1191
0.0825;1072
0.08625;964
0.09;863
0.09375;801
0.0975;713
0.10125;619
0.105;611
0.10875;553
0.1125;466
0.11625;424
0.12;402
0.12375;391
0.1275;323
0.13125;275
0.135;286
0.13875;252
0.1425;210
0.14625;205
0.15;210
