thickness (cm);count
0.0075;9062
0.015;8256
0.0225;7484
0.03;6738
0.0375;6199
0.045;5634
0.0525;5150
0.06;4649
0.0675;4184
0.075;3813
0.0825;3578
0.09;3194
0.0975;2880
0.105;2604
0.1125;2462
0.12;2157
0.1275;1993
0.135;1766
0.1425;1586
0.15;1499
0.1575;1310
0.165;1205
0.1725;1085
0.18;982
0.1875;917
0.195;826
0.2025;683
0.21;693
0.2175;652
0.225;557
0.2325;503
0.24;470
0.2475;431
0.255;379
0.2625;329
0.27;326
0.2775;325
0.285;266
0.2925;261
0.3;243
