thickness (cm);count
0.4;9327
0.8;8791
1.2;8167
1.6;7627
2;7216
2.4;6830
2.8;6327
3.2;6030
3.6;5454
4;5221
4.4;4958
4.8;4550
5.2;4281
5.6;4105
6;3775
6.4;3488
6.8;3297
7.2;2997
7.6;2862
8;2751
8.4;2553
8.8;2391
9.2;2244
9.6;2107
10;1970
10.4;1823
10.8;1661
11.2;1626
11.6;1539
12;1429
12.4;1276
12.8;1288
13.2;1163
13.6;1121
14;1014
14.4;967
14.8;932
15.2;928
15.6;762
16;776
