thickness (cm);count
0.45;9524
0.9;9129
1.35;8652
1.8;8253
2.25;7928
2.7;7588
3.15;7224
3.6;6960
4.05;6488
4.5;6280
4.95;6054
5.4;5649
5.85;5386
6.3;5252
6.75;4959
7.2;4650
7.65;4494
8.1;4163
8.55;4030
9;3935
9.45;3723
9.9;3524
10.35;3426
10.8;3233
11.25;3152
11.7;2940
12.15;2771
12.6;2696
13.05;2587
13.5;2467
13.95;2266
14.4;2303
14.85;2150
15.3;2022
15.75;1874
16.2;1825
16.65;1759
17.1;1779
17.55;1561
18;1575
