thickness (cm);count
0.475;9583
0.95;9239
1.425;8793
1.9;8424
2.375;8148
2.85;7831
3.325;7510
3.8;7274
4.275;6839
4.75;6651
5.225;6455
5.7;6041
6.175;5775
6.65;5689
7.125;5390
7.6;5079
8.075;4950
8.55;4664
9.025;4481
9.5;4426
9.975;4208
10.45;4016
10.925;3884
11.4;3694
11.875;3623
12.35;3434
12.825;3229
13.3;3174
13.775;3078
14.25;2943
14.725;2733
15.2;2704
15.675;2628
16.15;2468
16.625;2335
17.1;2245
17.575;2165
18.05;2169
18.525;1963
19;1944
