thickness (cm);count
0.5;9651
1;9383
1.5;9018
2;8737
2.5;8523
3;8222
3.5;7959
4;7749
4.5;7369
5;7229
5.5;7046
6;6740
6.5;6480
7;6315
7.5;6077
8;5789
8.5;5722
9;5495
9.5;5313
10;5248
10.5;4999
11;4828
11.5;4725
12;4535
12.5;4443
13;4266
13.5;4091
14;3992
14.5;3913
15;3724
15.5;3606
16;3541
16.5;3459
17;3294
17.5;3156
18;3033
18.5;2990
19;2979
19.5;2775
20;2794
